"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad21cd","transactionid","id","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
3297.87234042553,1999,1999-06-16,"F","L",155000,"E1 8BZ","E09000001","{3346B325-2FCD-4156-AEC0-55A5DFB099ED}","18438433",47,2,12,74,77,"England and Wales: 1996-2002"
3677.58186397985,1999,1999-06-10,"F","L",146000,"E1 8BZ","E09000001","{4DC8785D-94DA-41E3-8312-688DA1F40737}","18434547",39.7,2,11,75,75,"England and Wales: 1996-2002"
3330.18867924528,1999,1999-07-16,"F","L",176500,"E1 8BZ","E09000001","{0D9B4846-9CC6-460A-9EE6-168443D4204E}","18434856",53,2,12,71,73,"England and Wales: 1996-2002"
3322.25913621262,2000,2000-06-23,"F","L",150000,"E1 8BZ","E09000001","{3D51BD3E-44D2-4E83-BD3E-BAD731272C9D}","18438253",45.15,1,12,67,69,"England and Wales: 1950-1966"
9259.25925925926,2012,2012-08-21,"F","L",750000,"E1 8BZ","E09000001","{1F73F43A-D99E-4C1F-A720-D7EA1E35C3F0}","18435368",81,3,12,73,78,"England and Wales: 1996-2002"
3575,1999,1999-06-19,"F","L",143000,"E1 8BZ","E09000001","{65B1C851-C2EB-429A-82BD-164FF0C9FB97}","18436763",40,2,11,78,80,"England and Wales: 1996-2002"
7808.56423173803,2011,2011-06-03,"F","L",310000,"E1 8BZ","E09000001","{B178E2CF-40D9-41D3-BE48-88FA87BB4304}","18434547",39.7,2,11,75,75,"England and Wales: 1996-2002"
4064.20765027322,2004,2004-04-30,"F","L",297500,"E1 8BZ","E09000001","{216FD238-B3CB-43ED-8E9B-62E6D4A82273}","18437313",73.2,3,12,71,78,"England and Wales: 1930-1949"
12216.6246851385,2017,2017-06-09,"F","L",485000,"E1 8BZ","E09000001","{5376B385-B83A-34C1-E053-6B04A8C09FF6}","18434547",39.7,2,11,75,75,"England and Wales: 1996-2002"
5500,2003,2003-08-07,"F","L",220000,"E1 8BZ","E09000001","{909B86B9-4C67-4CD7-A15D-CDC6BFC8627A}","18436763",40,2,11,78,80,"England and Wales: 1996-2002"
